JURISDICTION_CODE,NAME,YEAR,RESIDENTIAL,OPENSPACE,COMMERCIAL,INDUSTRIAL,PERSONALPROP,TOTAL,RO,CIP
048,Burlington,2005,"21,917,290",0,"26,561,005","6,626,654","3,633,092","58,738,041",37.31,62.69
048,Burlington,2006,"27,060,184",0,"25,687,790","6,157,934","3,036,392","61,942,300",43.69,56.31
048,Burlington,2007,"29,010,872",0,"26,554,784","6,005,532","2,835,939","64,407,127",45.04,54.96
048,Burlington,2008,"29,766,495",0,"31,687,913","5,019,205","3,042,405","69,516,018",42.82,57.18
049,Cambridge,2003,"68,316,446",0,"95,180,146","27,354,756","6,869,198","197,720,546",34.55,65.45
049,Cambridge,2004,"74,721,486",0,"91,919,342","34,489,554","8,469,014","209,599,396",35.65,64.35
049,Cambridge,2005,"86,276,488",0,"91,034,010","37,100,337","8,542,600","222,953,435",38.70,61.30
049,Cambridge,2006,"82,130,657",0,"88,048,310","41,978,831","10,802,493","222,960,291",36.84,63.16
049,Cambridge,2007,"84,808,073",0,"90,205,363","44,707,723","12,065,935","231,787,094",36.59,63.41
049,Cambridge,2008,"85,203,296",0,"95,533,385","48,900,505","12,697,187","242,334,373",35.16,64.84
050,Canton,2003,"22,646,324",0,"6,427,308","6,891,014","1,270,786","37,235,432",60.82,39.18
050,Canton,2004,"23,939,042",0,"6,881,247","6,883,313","1,248,679","38,952,281",61.46,38.54
050,Canton,2005,"26,429,509",0,"7,353,033","7,260,930","1,425,309","42,468,781",62.23,37.77
050,Canton,2006,"28,568,772",0,"7,202,711","6,962,679","1,369,249","44,103,411",64.78,35.22
050,Canton,2007,"29,156,888",0,"7,697,637","7,339,633","1,566,201","45,760,359",63.72,36.28
050,Canton,2008,"29,923,246",0,"8,007,990","7,353,439","1,683,890","46,968,565",63.71,36.29
051,Carlisle,2003,"14,548,526","7,498","89,221","35,083","124,991","14,805,319",98.32,1.68
051,Carlisle,2004,"15,412,464","6,185","87,272","36,194","111,871","15,653,986",98.50,1.50
051,Carlisle,2005,"15,801,697","6,260","83,659","36,630","122,622","16,050,868",98.49,1.51
051,Carlisle,2006,"16,488,587","6,443","85,643","37,704","133,684","16,752,061",98.47,1.53
051,Carlisle,2007,"17,070,260","6,519","118,854","16,770","128,572","17,340,975",98.48,1.52
051,Carlisle,2008,"18,517,692","7,010","128,642","18,032","145,357","18,816,733",98.45,1.55
052,Carver,2003,"10,044,637",0,"1,368,214","312,394","462,689","12,187,934",82.41,17.59
052,Carver,2004,"10,617,822",0,"1,123,593","362,670","500,674","12,604,759",84.24,15.76
052,Carver,2005,"11,096,408",0,"1,300,708","385,707","442,800","13,225,623",83.90,16.10
052,Carver,2006,"12,119,190",0,"1,364,697","387,083","452,914","14,323,884",84.61,15.39
052,Carver,2007,"12,771,996",0,"1,633,393","441,517","519,932","15,366,838",83.11,16.89
052,Carver,2008,"12,862,458",0,"1,574,295","461,397","647,726","15,545,876",82.74,17.26
053,Charlemont,2003,"1,342,761",0,"140,889","15,482","75,691","1,574,823",85.26,14.74
053,Charlemont,2004,"1,459,937",0,"146,662","14,589","76,393","1,697,581",86,14
053,Charlemont,2005,"1,563,274",0,"147,829","14,118","63,266","1,788,487",87.41,12.59
053,Charlemont,2006,"1,624,263",0,"156,062","14,424","74,045","1,868,794",86.92,13.08
053,Charlemont,2007,"1,783,559",0,"154,056","14,433","66,256","2,018,304",88.37,11.63
053,Charlemont,2008,"1,687,900",0,"141,672","11,691","62,781","1,904,044",88.65,11.35
054,Charlton,2003,"8,786,030",0,"600,075","465,575","518,115","10,369,795",84.73,15.27
054,Charlton,2004,"9,390,212",0,"656,867","481,462","624,811","11,153,352",84.19,15.81
054,Charlton,2005,"10,208,843",0,"588,413","436,138","414,717","11,648,111",87.64,12.36
054,Charlton,2006,"11,034,074",0,"579,502","431,516","408,280","12,453,372",88.60,11.40
054,Charlton,2007,"12,186,395",0,"615,393","452,776","382,026","13,636,590",89.37,10.63
054,Charlton,2008,"12,770,902",0,"715,618","460,528","399,670","14,346,718",89.02,10.98
055,Chatham,2003,"17,713,277",0,"1,369,909","67,786","160,967","19,311,939",91.72,8.28
055,Chatham,2004,"18,835,877",0,"1,092,260","61,838","142,884","20,132,859",93.56,6.44
055,Chatham,2005,"19,537,473",0,"1,013,269","62,279","146,949","20,759,970",94.11,5.89
055,Chatham,2006,"20,335,732",0,"1,079,957","65,285","169,411","21,650,385",93.93,6.07
055,Chatham,2007,"21,256,036",0,"1,094,319","91,932","77,856","22,520,143",94.39,5.61
055,Chatham,2008,"21,986,623",0,"1,177,904","111,703","92,684","23,368,914",94.08,5.92
056,Chelmsford,2003,"42,997,688",0,"4,195,850","3,971,046","2,111,362","53,275,946",80.71,19.29
056,Chelmsford,2004,"46,308,374",0,"4,262,080","3,858,728","1,784,207","56,213,389",82.38,17.62
056,Chelmsford,2005,"49,551,743",0,"4,620,934","4,014,347","1,855,565","60,042,589",82.53,17.47
056,Chelmsford,2006,"52,354,292",0,"4,718,614","4,075,834","1,935,199","63,083,939",82.99,17.01
056,Chelmsford,2007,"55,417,891",0,"5,072,809","4,946,572","1,779,830","67,217,102",82.45,17.55
056,Chelmsford,2008,"57,763,735",0,"5,751,253","5,502,269","1,833,567","70,850,824",81.53,18.47
057,Chelsea,2003,"11,332,253",0,"7,801,986","3,199,079","1,070,389","23,403,707",48.42,51.58
057,Chelsea,2004,"12,320,464",0,"8,933,528","3,115,001","1,110,622","25,479,615",48.35,51.65
057,Chelsea,2005,"13,843,934",0,"8,711,875","3,219,170","1,106,157","26,881,136",51.50,48.50
057,Chelsea,2006,"15,640,006",0,"8,332,564","3,228,824","1,126,870","28,328,264",55.21,44.79
057,Chelsea,2007,"16,303,459",0,"9,140,740","3,368,032","1,136,503","29,948,734",54.44,45.56
057,Chelsea,2008,"17,255,237",0,"9,699,196","3,067,886","1,471,882","31,494,201",54.79,45.21
058,Cheshire,2003,"1,827,649","2,812","127,211","8,220","40,365","2,006,257",91.24,8.76
058,Cheshire,2004,"1,887,573","3,372","134,506","8,435","42,366","2,076,252",91.07,8.93
058,Cheshire,2005,"1,967,737","2,908","137,051","8,046","34,521","2,150,263",91.65,8.35
058,Cheshire,2006,"1,979,053","2,700","142,180","7,576","29,955","2,161,464",91.69,8.31
058,Cheshire,2007,"2,186,029",0,"135,382","13,450","29,469","2,364,330",92.46,7.54
058,Cheshire,2008,"2,222,534",0,"132,854","12,159","33,029","2,400,576",92.58,7.42
059,Chester,2003,"1,359,300",0,"72,511","8,983","33,372","1,474,166",92.21,7.79
059,Chester,2004,"1,469,622",0,"71,458","9,401","43,932","1,594,413",92.17,7.83
059,Chester,2005,"1,493,606",0,"73,147","9,386","30,931","1,607,070",92.94,7.06
059,Chester,2006,"1,655,601",0,"73,866","10,717","35,277","1,775,461",93.25,6.75
059,Chester,2007,"1,749,553",0,"76,827","10,635","28,556","1,865,571",93.78,6.22
059,Chester,2008,"1,888,450",0,"74,501","9,712","27,797","2,000,460",94.40,5.60
060,Chesterfield,2003,"1,477,867",0,"32,688","25,208","46,904","1,582,667",93.38,6.62
060,Chesterfield,2004,"1,599,014",0,"26,699","26,590","44,303","1,696,606",94.25,5.75
060,Chesterfield,2005,"1,653,531",0,"26,759","26,749","40,445","1,747,484",94.62,5.38
060,Chesterfield,2006,"1,722,909",0,"31,799","29,308","32,115","1,816,131",94.87,5.13
060,Chesterfield,2007,"1,809,362",0,"29,805","29,688","30,861","1,899,716",95.24,4.76
060,Chesterfield,2008,"1,877,237",0,"37,136","30,091","32,038","1,976,502",94.98,5.02
061,Chicopee,2003,"29,229,724",0,"8,265,012","6,312,559","2,762,917","46,570,212",62.76,37.24
061,Chicopee,2004,"30,273,857",0,"8,762,753","6,696,970","3,036,952","48,770,532",62.07,37.93
061,Chicopee,2005,"31,189,081",0,"9,350,041","6,818,969","2,752,983","50,111,074",62.24,37.76
061,Chicopee,2006,"32,936,821",0,"9,526,916","6,758,862","2,802,325","52,024,924",63.31,36.69
061,Chicopee,2007,"35,793,728",0,"9,369,729","6,511,188","2,831,351","54,505,996",65.67,34.33
061,Chicopee,2008,"37,818,226",0,"9,014,265","6,088,348","2,770,325","55,691,164",67.91,32.09
062,Chilmark,2003,"4,101,672",0,"41,209","1,469","32,643","4,176,993",98.20,1.80
062,Chilmark,2004,"4,450,526",0,"45,206","1,614","37,408","4,534,754",98.14,1.86
062,Chilmark,2005,"4,880,509",0,"49,714","1,716","47,631","4,979,570",98.01,1.99
062,Chilmark,2006,"5,066,412",0,"57,802","1,785","43,489","5,169,488",98.01,1.99
062,Chilmark,2007,"5,325,627",0,"57,431","2,117","46,458","5,431,633",98.05,1.95
062,Chilmark,2008,"5,609,164",0,"60,112","2,224","53,155","5,724,655",97.98,2.02
063,Clarksburg,2003,"825,921",0,"15,176","9,785","13,213","864,095",95.58,4.42
063,Clarksburg,2004,"901,667",0,"15,912","9,998","12,387","939,964",95.93,4.07
063,Clarksburg,2005,"935,237",0,"15,676","10,192","11,574","972,679",96.15,3.85
063,Clarksburg,2006,"971,806",0,"17,065","9,747","10,670","1,009,288",96.29,3.71
063,Clarksburg,2007,"1,054,958",0,"19,867","8,722","8,928","1,092,475",96.57,3.43
063,Clarksburg,2008,"1,107,977",0,"19,215","9,091","9,801","1,146,084",96.68,3.32
064,Clinton,2003,"9,098,483",0,"1,116,310","1,419,517","436,094","12,070,404",75.38,24.62
064,Clinton,2004,"9,468,637",0,"1,226,607","1,490,325","446,387","12,631,956",74.96,25.04
064,Clinton,2005,"10,492,824",0,"1,152,521","1,403,834","342,710","13,391,889",78.35,21.65
064,Clinton,2006,"11,253,454",0,"1,302,500","1,416,623","369,907","14,342,484",78.46,21.54
064,Clinton,2007,"11,968,953",0,"1,189,996","1,306,569","469,521","14,935,039",80.14,19.86
064,Clinton,2008,"12,615,315",0,"1,246,639","1,321,488","514,451","15,697,893",80.36,19.64
065,Cohasset,2003,"17,907,596",0,"1,075,744","76,972","157,421","19,217,733",93.18,6.82
065,Cohasset,2004,"19,211,064",0,"1,114,671","79,755","167,316","20,572,806",93.38,6.62
065,Cohasset,2005,"20,260,956",0,"1,302,160","88,616","127,665","21,779,397",93.03,6.97
065,Cohasset,2006,"21,962,276",0,"1,370,673","92,154","131,814","23,556,917",93.23,6.77
065,Cohasset,2007,"22,758,201",0,"1,437,578","80,702","125,834","24,402,315",93.26,6.74
065,Cohasset,2008,"23,725,442",0,"1,481,501","103,976","162,154","25,473,073",93.14,6.86
066,Colrain,2003,"1,498,991",0,"61,955","66,301","87,042","1,714,289",87.44,12.56
066,Colrain,2004,"1,580,759",0,"47,040","65,343","80,720","1,773,862",89.11,10.89
066,Colrain,2005,"1,783,202",0,"53,652","68,210","81,860","1,986,924",89.75,10.25
066,Colrain,2006,"1,938,534",0,"55,238","73,604","85,653","2,153,029",90.04,9.96
066,Colrain,2007,"2,010,611",0,"50,942","70,096","68,445","2,200,094",91.39,8.61
066,Colrain,2008,"2,066,166",0,"57,863","69,277","80,310","2,273,616",90.88,9.12
067,Concord,2003,"37,953,202",0,"3,118,102","814,844","609,881","42,496,029",89.31,10.69
067,Concord,2004,"41,780,674",0,"3,432,824","896,236","611,784","46,721,518",89.42,10.58
067,Concord,2005,"45,807,197",0,"3,577,875","339,801","422,712","50,147,585",91.34,8.66
067,Concord,2006,"48,459,281",0,"3,999,564","355,135","459,106","53,273,086",90.96,9.04
067,Concord,2007,"51,129,926",0,"4,150,054","338,629","447,112","56,065,721",91.20,8.80
067,Concord,2008,"53,646,873",0,"4,472,614","354,956","472,011","58,946,454",91.01,8.99
068,Conway,2003,"2,298,257",0,"50,473","105,644","78,149","2,532,523",90.75,9.25
068,Conway,2004,"2,468,531",0,"53,335","112,022","117,746","2,751,634",89.71,10.29
068,Conway,2005,"2,761,285",0,"62,034","96,348","77,510","2,997,177",92.13,7.87
068,Conway,2006,"2,798,039",0,"62,516","89,519","77,116","3,027,190",92.43,7.57
068,Conway,2007,"3,001,780",0,"72,582","87,736","75,734","3,237,832",92.71,7.29
068,Conway,2008,"2,880,260",0,"71,894","127,404","67,541","3,147,099",91.52,8.48
069,Cummington,2003,"898,711",0,"84,036","7,469","38,660","1,028,876",87.35,12.65
069,Cummington,2004,"973,315",0,"61,193","8,881","39,971","1,083,360",89.84,10.16
069,Cummington,2005,"1,026,954",0,"75,713","8,679","41,495","1,152,841",89.08,10.92
069,Cummington,2006,"1,131,909",0,"77,402","7,261","37,938","1,254,510",90.23,9.77
069,Cummington,2007,"1,143,306",0,"82,266","9,652","35,437","1,270,661",89.98,10.02
069,Cummington,2008,"1,198,285",0,"78,091","14,185","34,134","1,324,695",90.46,9.54
070,Dalton,2003,"5,427,432",0,"348,199","790,696","182,682","6,749,009",80.42,19.58
070,Dalton,2004,"5,927,827",0,"353,490","784,249","190,531","7,256,097",81.69,18.31
070,Dalton,2005,"6,510,274",0,"372,421","815,157","189,193","7,887,045",82.54,17.46
070,Dalton,2006,"6,954,460",0,"368,945","835,102","188,730","8,347,237",83.31,16.69
070,Dalton,2007,"7,244,853",0,"369,119","798,291","173,960","8,586,223",84.38,15.62
070,Dalton,2008,"7,669,160",0,"386,896","832,322","181,316","9,069,694",84.56,15.44
071,Danvers,2003,"26,530,433",0,"11,010,807","3,033,498","673,124","41,247,862",64.32,35.68
071,Danvers,2004,"29,519,303",0,"10,093,862","2,795,808","677,972","43,086,945",68.51,31.49
071,Danvers,2005,"29,398,349",0,"11,490,234","3,018,059","1,035,207","44,941,849",65.41,34.59
071,Danvers,2006,"31,020,818",0,"11,625,793","3,073,275","1,054,664","46,774,550",66.32,33.68
071,Danvers,2007,"32,400,905",0,"12,143,355","3,138,181","1,162,900","48,845,341",66.33,33.67
071,Danvers,2008,"34,331,294",0,"12,640,139","3,147,737","1,212,198","51,331,368",66.88,33.12
072,Dartmouth,2003,"25,862,452",0,"3,944,269","626,092","1,047,652","31,480,465",82.15,17.85
072,Dartmouth,2004,"28,217,238",0,"3,623,103","575,734","920,072","33,336,147",84.64,15.36
072,Dartmouth,2005,"29,967,355",0,"3,600,572","548,770","933,775","35,050,472",85.50,14.50
072,Dartmouth,2006,"31,479,634",0,"3,614,834","565,629","877,421","36,537,518",86.16,13.84
072,Dartmouth,2007,"32,718,622",0,"4,224,890","592,058","642,733","38,178,303",85.70,14.30
072,Dartmouth,2008,"31,545,581",0,"6,757,673","903,673","988,855","40,195,782",78.48,21.52
073,Dedham,2003,"26,188,016",0,"12,914,285","951,456","2,675,712","42,729,469",61.29,38.71
073,Dedham,2004,"28,767,925",0,"12,875,949","887,659","2,984,629","45,516,162",63.20,36.80
073,Dedham,2005,"31,490,783",0,"13,023,165","847,875","3,166,946","48,528,769",64.89,35.11
073,Dedham,2006,"35,519,847",0,"13,365,762","874,813","3,040,793","52,801,215",67.27,32.73
073,Dedham,2007,"38,871,794",0,"12,970,622","985,240","2,712,708","55,540,364",69.99,30.01
073,Dedham,2008,"40,383,797",0,"14,378,853","958,346","2,955,814","58,676,810",68.82,31.18
074,Deerfield,2003,"3,718,371",0,"610,859","778,975","161,333","5,269,538",70.56,29.44
074,Deerfield,2004,"3,913,902",0,"638,947","822,206","305,214","5,680,269",68.90,31.10
074,Deerfield,2005,"4,892,971",0,"743,908","882,529","162,470","6,681,878",73.23,26.77
074,Deerfield,2006,"5,380,466",0,"737,140","865,689","161,265","7,144,560",75.31,24.69
074,Deerfield,2007,"5,624,717",0,"749,916","866,264","146,032","7,386,929",76.14,23.86
074,Deerfield,2008,"5,751,572",0,"799,253","913,640","148,056","7,612,521",75.55,24.45
075,Dennis,2003,"20,932,885","4,125","1,328,197","86,110","583,755","22,935,072",91.29,8.71
075,Dennis,2004,"22,847,921","4,123","1,284,629","81,442","419,275","24,637,390",92.75,7.25
075,Dennis,2005,"23,847,875","3,735","1,374,069","91,244","245,647","25,562,570",93.31,6.69
075,Dennis,2006,"24,778,128","4,901","1,483,229","101,604","243,727","26,611,589",93.13,6.87
075,Dennis,2007,"26,043,990","4,181","1,546,496","99,800","251,510","27,945,977",93.21,6.79
075,Dennis,2008,"27,142,368","3,097","1,631,483","107,261","280,738","29,164,947",93.08,6.92
076,Dighton,2003,"5,539,158",0,"602,937","1,069,385","390,650","7,602,130",72.86,27.14
076,Dighton,2004,"6,165,204",0,"562,605","841,405","318,401","7,887,615",78.16,21.84
076,Dighton,2005,"6,744,401",0,"579,759","830,203","400,553","8,554,916",78.84,21.16
076,Dighton,2006,"7,591,216",0,"598,143","777,320","366,108","9,332,787",81.34,18.66
076,Dighton,2007,"8,029,277",0,"643,541","937,614","367,638","9,978,070",80.47,19.53
076,Dighton,2008,"8,587,157",0,"671,681","922,754","395,220","10,576,812",81.19,18.81
077,Douglas,2003,"7,660,408",0,"175,093","195,808","134,342","8,165,651",93.81,6.19
077,Douglas,2004,"8,668,625",0,"188,200","219,538","167,974","9,244,337",93.77,6.23
077,Douglas,2005,"8,658,220",0,"185,609","156,129","118,848","9,118,806",94.95,5.05
077,Douglas,2006,"9,820,545",0,"208,309","202,849","123,366","10,355,069",94.84,5.16
077,Douglas,2007,"9,996,682",0,"214,205","184,130","113,128","10,508,145",95.13,4.87
077,Douglas,2008,"9,745,813",0,"219,144","250,887","132,667","10,348,511",94.18,5.82
078,Dover,2003,"15,483,581",0,"121,631","37,979","132,743","15,775,934",98.15,1.85
078,Dover,2004,"17,073,380",0,"140,216","41,313","154,068","17,408,977",98.07,1.93
078,Dover,2005,"18,326,040",0,"149,245","41,861","154,396","18,671,542",98.15,1.85
078,Dover,2006,"20,635,897",0,"180,976","58,661","163,026","21,038,560",98.09,1.91
078,Dover,2007,"21,387,738",0,"182,551","59,031","171,226","21,800,546",98.11,1.89
078,Dover,2008,"22,382,830",0,"195,954","72,492","245,290","22,896,566",97.76,2.24
079,Dracut,2003,"23,291,148",0,"1,137,436","370,676","472,428","25,271,688",92.16,7.84
079,Dracut,2004,"24,268,828",0,"1,183,736","431,255","500,547","26,384,366",91.98,8.02
079,Dracut,2005,"25,553,222",0,"1,223,637","453,840","488,992","27,719,691",92.18,7.82
079,Dracut,2006,"27,356,129",0,"1,218,449","460,824","472,056","29,507,458",92.71,7.29
079,Dracut,2007,"28,680,525",0,"1,224,771","483,071","529,545","30,917,912",92.76,7.24
079,Dracut,2008,"30,042,611",0,"1,351,721","506,691","655,271","32,556,294",92.28,7.72
080,Dudley,2003,"5,548,875",0,"246,187","149,292","104,562","6,048,916",91.73,8.27
080,Dudley,2004,"6,151,052",0,"243,464","166,660","105,772","6,666,948",92.26,7.74
080,Dudley,2005,"6,873,438",0,"234,519","126,514","87,814","7,322,285",93.87,6.13
080,Dudley,2006,"7,051,749",0,"216,072","136,603","88,831","7,493,255",94.11,5.89
080,Dudley,2007,"7,341,536",0,"222,187","140,857","79,378","7,783,958",94.32,5.68
080,Dudley,2008,"7,562,887",0,"237,619","157,528","74,561","8,032,595",94.15,5.85
081,Dunstable,2003,"4,845,497",0,"63,450","22,814","121,670","5,053,431",95.89,4.11
081,Dunstable,2004,"5,006,050",0,"53,984","22,815","108,570","5,191,419",96.43,3.57
081,Dunstable,2005,"5,233,626",0,"57,164","41,506","99,000","5,431,296",96.36,3.64
081,Dunstable,2006,"5,517,835",0,"60,781","46,124","90,557","5,715,297",96.55,3.45
081,Dunstable,2007,"5,665,516",0,"59,983","48,184","85,150","5,858,833",96.70,3.30
081,Dunstable,2008,"6,009,183",0,"61,574","51,949","106,588","6,229,294",96.47,3.53
082,Duxbury,2003,"29,955,093",0,"855,968","23,955","223,798","31,058,814",96.45,3.55
082,Duxbury,2004,"31,474,965",0,"837,982","24,875","238,305","32,576,127",96.62,3.38
082,Duxbury,2005,"32,394,898",0,"797,644","20,314","223,868","33,436,724",96.88,3.12
082,Duxbury,2006,"34,285,483",0,"824,819","20,098","226,415","35,356,815",96.97,3.03
082,Duxbury,2007,"36,062,629",0,"860,630","21,248","251,455","37,195,962",96.95,3.05
082,Duxbury,2008,"37,445,382",0,"973,826","22,871","300,139","38,742,218",96.65,3.35
083,East Bridgewater,2003,"11,454,811",0,"727,542","645,299","299,851","13,127,503",87.26,12.74
083,East Bridgewater,2004,"12,594,518",0,"617,901","438,766","197,806","13,848,991",90.94,9.06
083,East Bridgewater,2005,"14,001,056",0,"644,452","440,575","204,512","15,290,595",91.57,8.43
083,East Bridgewater,2006,"14,875,559",0,"645,280","432,458","211,455","16,164,752",92.02,7.98
083,East Bridgewater,2007,"16,049,623",0,"740,444","467,514","213,572","17,471,153",91.86,8.14
083,East Bridgewater,2008,"16,705,769",0,"888,365","466,143","274,821","18,335,098",91.11,8.89
084,East Brookfield,2003,"1,623,523",0,"132,261","22,275","40,322","1,818,381",89.28,10.72
084,East Brookfield,2004,"1,658,489",0,"130,484","25,434","57,083","1,871,490",88.62,11.38
084,East Brookfield,2005,"1,958,741",0,"115,764","21,659","42,216","2,138,380",91.60,8.40
